codigo,category,brand,name,presentation,price
7590308001302,01 - REPOSTERIA,GENERICO,ESENCIA  VAINILLA F001 12X1LT,BOTELLA,6.4
7590308001579,01 - REPOSTERIA,GENERICO,ESENCIA  NATAF08 12X1LT,BOTELLA,7.21
7708902074190,01 - REPOSTERIA,GENERICO,CHANTILLY MASTER TOP 12X1LT,UNIDAD,7.32
7590308001630,01 - REPOSTERIA,GENERICO,ESENCIA  COCOF10BL 12X1LT,BOTELLA,10.47
7590308001715,01 - REPOSTERIA,GENERICO,ESENCIA  FRESA SAMBA F125 12X1LT,BOTELLA,8.24
7590308001609,01 - REPOSTERIA,GENERICO,ESENCIA  PIÑA F09 12X1LT,BOTELLA,12.51
7590308001746,01 - REPOSTERIA,GENERICO,ESENCIA  COLITAF13 12X1LT,BOTELLA,11.32
7590308001975,01 - REPOSTERIA,GENERICO,ESENCIA CHOCOLATEF292 12X1LT,BOTELLA,23.35
7590308001807,01 - REPOSTERIA,GENERICO,ESENCIA  ALMENDRAF16 12X1LT,BOTELLA,12.56
7590308001876,01 - REPOSTERIA,GENERICO,ESENCIA TUTTI FRUTI F235 12X1LT,BOTELLA,17.52
7590308001678,01 - REPOSTERIA,GENERICO,ESENCIA FRESAF121 12X1LT,BOTELLA,8.02
7590308001920,01 - REPOSTERIA,GENERICO,ESENCIA RON PASA F252 12X1LT,BOTELLA,6.7
7590308001470,01 - REPOSTERIA,GENERICO,ESENCIA MANTEQUILLA F04 12X1LT,BOTELLA,6.95
7590308001784,01 - REPOSTERIA,GENERICO,ESENCIA UVAF15 12X1LT,BOTELLA,11.72
123456,01 - REPOSTERIA,GENERICO,ESENCIA  FLAVORS PIÑA COL F093 12X1LT,BOTELLA,11.96
7590308001241,01 - REPOSTERIA,GENERICO,ESENCIA NUTELLAF295 12X500ML,BOTELLA,8.9
7590308001258,01 - REPOSTERIA,GENERICO,ESENCIA DULCE DE LECHE F421 12X500ML,BOTELLA,8.68
7590308001234,01 - REPOSTERIA,GENERICO,ESENCIA  FLAVORS OREOF294 12X500ML,BOTELLA,6.35
7590308001111,01 - REPOSTERIA,GENERICO,ESENCIA FLAVORS  BANANAF05 12X500ML,BOTELLA,6.86
7590308001227,01 - REPOSTERIA,GENERICO,ESENCIA  FLAVORS CHOCOLAT F292 12X500ML,BOTELLA,15.47
7590308001067,01 - REPOSTERIA,GENERICO,ESENCIA VAINILLA 12X500ML,BOTELLA,3.95
7702011145857,02 - CONFITERIA,GENERICO,MINI BUM SURTIDO 16X1X100UND,BOLSA,2.84
7591675014216,02 - CONFITERIA,GENERICO,NUCITA  TUBO DOBLE SA 24X1X12UND,DISPLAY,17.48
7591039504124,02 - CONFITERIA,GENERICO,FLIPS CAJA  CHOCOLATE 24X1X220GR,CAJITA,4.43
7591039505121,02 - CONFITERIA,GENERICO,FLIPS CAJA DULCE D LECHE24X1X220GR,CAJITA,4.43
7591039996288,02 - CONFITERIA,GENERICO,FLIPS BOLSA DULCE D LECHE 20X1X120GR,BOLSA,2.68
7591039996271,02 - CONFITERIA,GENERICO,FLIPS BOLSA CHOCOLATE 20X1X120GR,BOLSA,2.68
7591039504957,02 - CONFITERIA,GENERICO,FLIPS TIRA CHOCOLATE28G 12X1X6UND,TIRA,4.46
7591039505954,02 - CONFITERIA,GENERICO,FLIPS TIRA DULCE D LECHE 12X1X6X28GR,TIRA,4.46
7702011070371,02 - CONFITERIA,GENERICO,MUUU DE LECHE216G 30X1X18UND,DISPLAY,1.39
7702993049099,02 - CONFITERIA,GENERICO,OKA LOKA NANOS  BOLSA 12X1X24X288G,BOLSA,5.07
7702011115232,02 - CONFITERIA,GENERICO,NUTTELINI CAJITA 24X1X12UND,DISPLAY,2.8
7702993047804,02 - CONFITERIA,GENERICO,OKA LOKA CHICLE EN POLVO12X1X12UND,DISPLAY,3.13
7702993051016,02 - CONFITERIA,GENERICO,MENTAS CHAO ORIGINAL 24X1X100UND,BOLSA,3.42
7702993051047,02 - CONFITERIA,GENERICO,MENTAS CHAO MORA  AZUL 24X1X100UND,BOLSA,3.42
7702993051030,02 - CONFITERIA,GENERICO,MENTAS CHAO FRESA 24X1X100UND,BOLSA,3.42
7702993051023,02 - CONFITERIA,GENERICO,MENTAS CHAO SANDIA 24X1X100UND,BOLSA,3.42
7702993051054,02 - CONFITERIA,GENERICO,MENTAS CHAO LIMON 24X1X100UND,BOLSA,3.42
7702011165459,02 - CONFITERIA,GENERICO,NUTTELINI CARAMELO MASTICABLE 16X1X100UND,BOLSA,3.13
6973912897058,02 - CONFITERIA,GENERICO,LOLLIPOP ZOO CHUPETA20X1X30 UND,DISPLAY,4.68
6973912893258,02 - CONFITERIA,GENERICO,LOLLIPOP LOVE CHUPETA 20X1X30UND,DISPLAY,4.68
6973912897096,02 - CONFITERIA,GENERICO,LOLLIPOP DINOSAUR CHUPETA 20X1X30UND,DISPLAY,4.68
6973912897072,02 - CONFITERIA,GENERICO,LOLLIPOP SPACE CHUPETA 20X1X30UND,DISPLAY,4.68
6973912892053,02 - CONFITERIA,GENERICO,CHICLE COLORES RELL DE  ACIDO 12X1X200UND,POTE,6.79
7702993044094,02 - CONFITERIA,GENERICO,TRULULU CHOCOLORES360G 12X1X12UND,DISPLAY,7.71
6973912893357,02 - CONFITERIA,GENERICO,CHUPETA DONUTS 20X1X30UND,DISPLAY,4.68
7702993057513,02 - CONFITERIA,GENERICO,CHAO EN LINEA SURTIDO 12X1X24UND,DISPLAY,3.42
7702011158536,02 - CONFITERIA,GENERICO,GOMITAS GRISSLY GUSANOS ACIDOS24X1UND,BOLSITA,0.68
7702011158543,02 - CONFITERIA,GENERICO,GOMITAS GRISSLY DELFIN 24X1UND,BOLSITA,0.68
7702011155337,02 - CONFITERIA,GENERICO,GOMITAS GRISSLY MUNDO MARINO24X1UND,BOLSITA,0.68
7702011155290,02 - CONFITERIA,GENERICO,GOMITAS GRISSLY CLASICA 24X1UND,BOLSITA,0.68
7702011158512,02 - CONFITERIA,GENERICO,GOMITAS GRISSLY SANDIA 24X1UND,BOLSITA,0.68
6973912894255,02 - CONFITERIA,GENERICO,FRUTTI DONUTS 8X1X24UND,DISPLAY,18.34
7702993053263,02 - CONFITERIA,GENERICO,BIANCHI BARRA CHOCOCOCO 12X1X12UND,DISPLAY,4.91
7702993047972,02 - CONFITERIA,GENERICO,BIANCHI BARRA  MANI CARAMELO 12X1X12UND,DISPLAY,4.91
7702993047880,02 - CONFITERIA,GENERICO,BIANCHI BARRA  DOBLE CHOCO 12X1X12UND,DISPLAY,4.91
7702011201515,02 - CONFITERIA,GENERICO,CHOCO MUUU204G 24X1X6UND,DISPLAY,1.75
7702011061133,02 - CONFITERIA,GENERICO,MENTA MASTICABLE SNOWMINT 18X1X100UND,BOLSA,3.33
7707014904241,02 - CONFITERIA,GENERICO,CARAMELO FRUTI CANDY 28X1X100UND,BOLSA,2.43
7702993045855,02 - CONFITERIA,GENERICO,LOKIÑO MINISFRUTAL 12X1X12UND,DISPLAY,4.58
6973912895177,02 - CONFITERIA,GENERICO,CHUPA POPPING 20X1X30UND,DISPLAY,4.3
7702011138859,02 - CONFITERIA,GENERICO,CHUPETA TIPITIN SURTIDO 18X1X4OUND,BOLSA,2.77
7702011017277,02 - CONFITERIA,GENERICO,CHUPETA TIPITIN LECHE 18X1X50UND,BOLSA,2.77
7707014908287,02 - CONFITERIA,GENERICO,CARAM FRUTAS RELLENAS 20X1X100UND,BOLSA,3.26
7702174087926,02 - CONFITERIA,GENERICO,CHUP KBZOON XXXL SANDIA 8X1X48UND,BOLSA,5.25
7702174087933,02 - CONFITERIA,GENERICO,CHUP KBZOON XXXL KOLAS 8X1X48UND,BOLSA,5.25
7702174087957,02 - CONFITERIA,GENERICO,CHUP KBZOON XXXL FRUTIMIX MAG8X1X48UND,BOLSA,5.25
7591082007153,02 - CONFITERIA,GENERICO,SODA EL SOL 12X1X10UNDX240GR,DISPLAY,2.01
7702174084710,02 - CONFITERIA,GENERICO,CHUP KBZOON XXXL RELLENO MAST 8X1X48UND,BOLSA,5.25
7702174088206,02 - CONFITERIA,GENERICO,CHUP KBZOON XXXL REC SURTIDO 8X1X48UND,BOLSA,5.25
7702174087919,02 - CONFITERIA,GENERICO,CHUP KBZOON XXXL FRESA 8X1X48UND,BOLSA,5.25
7702993050842,02 - CONFITERIA,GENERICO,CHAO XTREME EUCALYPTUS 24X1X100UND,BOLSA,3.11
7702011167248,02 - CONFITERIA,GENERICO,SNOWMINTKRASH340G 18X1X100UND,BOLSA,2.84
7707014975531,02 - CONFITERIA,GENERICO,CHUP PINK HEARTS 20X1X50UND,BOLSA,2.55
7591082000307,02 - CONFITERIA,GENERICO,MARIA SELECTA 36X1X9UNDX250GR,DISPLAY,1.91
7591206114668,02 - CONFITERIA,GENERICO,CHEETOS MEGA PUFFS 1X12X28G,TIRA,10.32
7591206113326,02 - CONFITERIA,GENERICO,CHEESE TRIS XXL 1X450GRS,UNIDAD,5.0
7591206000381,02 - CONFITERIA,GENERICO,CHEESE TRIS 1X150G,UNIDAD,1.87
1004567469125,04 - ALIMENTOS,GENERICO,AVENA EN HOJUELAS ALVAR.24X1X400GRS,BOLSA,1.11
7592541070060,04 - ALIMENTOS,GENERICO,MAIZ COTUFAS ALVAR. 24X1X400G,BOLSA,1.29
7597786000100,04 - ALIMENTOS,GENERICO,AZUCAR DON PACO 20X1X900G,UNIDAD,1.58
7591206114675,02 - CONFITERIA,GENERICO,CHEETOS MEGA PUFFS 1X110G,UNIDAD,1.96
7591206003474,02 - CONFITERIA,GENERICO,CHEETOS FLAMINT HOT 1X120GR,UNIDAD,1.94
7591206003467,02 - CONFITERIA,GENERICO,CHEETOS FLAMINT HOT 1X12X38G,TIRA,10.78
7591206003863,02 - CONFITERIA,GENERICO,CHEETOS BOLIQUESO 1X80G,UNIDAD,1.23
7591206003856,02 - CONFITERIA,GENERICO,CHEETOS BOLIQUESO 1X12X25G,TIRA,7.71
7591206003870,02 - CONFITERIA,GENERICO,CHEETOS BOLIQUESO 1X150G,UNIDAD,2.55
7591206003924,02 - CONFITERIA,GENERICO,CHEESE TRIS 1X12X50GR,TIRA,10.32
7591206003252,02 - CONFITERIA,GENERICO,DORITOS MEGA QUESO 1X150G,UNIDAD,3.12
7591206114682,02 - CONFITERIA,GENERICO,CHEETOS MEGA PUFFS XXL 1X270G,UNIDAD,4.56
7591206002521,02 - CONFITERIA,GENERICO,DORITOS MEGA QUESO 6X1X12X45G,TIRA,12.61
7591206000770,02 - CONFITERIA,GENERICO,JACKS CHICHARRON 1X12X20G,TIRA,12.94
7591206285504,02 - CONFITERIA,GENERICO,DE TODITO RESUELTO 1X110G,UNIDAD,2.47
7591206285627,02 - CONFITERIA,GENERICO,DORITOS DINAMITA FH 1X12X40G,TIRA,12.54
7591206285634,02 - CONFITERIA,GENERICO,DORITOS DINAMITA FH 1X150G,UNIDAD,2.92
7591206285603,02 - CONFITERIA,GENERICO,DORITOS DINAMITA LT 1X12X40G,TIRA,12.46
7591206285610,02 - CONFITERIA,GENERICO,DORITOS DINAMITA LT 1X150G,UNIDAD,2.9
7591206006505,02 - CONFITERIA,GENERICO,NATUCHIPS PLATANITOS 1X150G,UNIDAD,3.41
7591206012834,02 - CONFITERIA,GENERICO,MANI JACKS SALADO 1X175G,UNIDAD,3.09
7591206113319,02 - CONFITERIA,GENERICO,DORITOS MEGA QUESO XXL 1X420G,UNIDAD,7.26
7591206006925,02 - CONFITERIA,GENERICO,NATUCHIPS PLATANITOS 1X12X42G,TIRA,13.59
7591806884978,02 - CONFITERIA,GENERICO,NATUCHIPS PLATANITOS 1X80G,UNIDAD,1.92
7591206003887,02 - CONFITERIA,GENERICO,JACKS CHICHARRON PARRIL. 1X85G,UNIDAD,3.77
7591206003955,02 - CONFITERIA,GENERICO,NATUCHIPS AJO Y PEREJIL 1X140G,UNIDAD,3.36
7591806078636,02 - CONFITERIA,GENERICO,MANI JACKS SALADO 1X25G,UNIDAD,0.97
7591206004143,02 - CONFITERIA,GENERICO,LAYS CLASICA 1X12X30G,TIRA,13.03
7591206004150,02 - CONFITERIA,GENERICO,LAYS CLASICA 1X 80G,UNIDAD,2.4
7591206114378,02 - CONFITERIA,GENERICO,RUFFLES QUESO 1X125G,UNIDAD,3.84
7591206285252,02 - CONFITERIA,GENERICO,PEPITO 1X12X25G,TIRA,8.03
7591206285269,02 - CONFITERIA,GENERICO,PEPITO 1X80G,UNIDAD,2.54
7591206285276,02 - CONFITERIA,GENERICO,PEPITO XXL 1X180G,UNIDAD,2.71
7591206285429,02 - CONFITERIA,GENERICO,RAQUETY PICANTE 1X36G,UNIDAD,0.88
7591206285412,02 - CONFITERIA,GENERICO,RAQUETY QUESO 1X36G,UNIDAD,0.88
7591014027433,03 - BEBIDAS,GENERICO,FRICA NARANJADA PET 1X1.5LT,UNIDAD,5.46
7591014008456,03 - BEBIDAS,GENERICO,SANTAL LIGHT DURAZNO 1X500ML,UNIDAD,1.93
7591014008463,03 - BEBIDAS,GENERICO,SANTAL LIGHT MANZ. 1X1.5LT,UNIDAD,4.13
7591014014976,03 - BEBIDAS,GENERICO,FRICA PERA  UHT 1X500ML,UNIDAD,1.31
7591014014983,03 - BEBIDAS,GENERICO,FRICA MANZANA UHT 1X500ML,UNIDAD,1.31
7591014024920,03 - BEBIDAS,GENERICO,FRICAJITA DURAZNO 1X250ML,UNIDAD,1.01
7591014024937,03 - BEBIDAS,GENERICO,FRICAJITA MANZANA 1X250ML,UNIDAD,1.01
7591014000603,03 - BEBIDAS,GENERICO,JUGO FRICA DURAZNO SLIM 1X 1LT,UNIDAD,2.36
7591014000627,03 - BEBIDAS,GENERICO,JUGO FRICA MANZANA SLIM 1X 1LT,UNIDAD,2.36
7591014015089,03 - BEBIDAS,GENERICO,RIKO MALT UHT 12X1X500ML,UNIDAD,2.45
7591014000290,03 - BEBIDAS,GENERICO,LECHE COMPLETA PARMALAT UHT 1X1LT,UNIDAD,2.9
7591014013597,03 - BEBIDAS,GENERICO,LA CAMPIÑA LECHE COMPLET. 24X1X200G,UNIDAD,3.64
7591014013719,03 - BEBIDAS,GENERICO,LA CAMPIÑA LECHE COMPLET. 12X1X400G,UNIDAD,7.72
7591014014747,03 - BEBIDAS,GENERICO,LA CAMPIÑA LECHE COMPLET. 48X1X125GR,UNIDAD,2.36
7591014015133,03 - BEBIDAS,GENERICO,LA CAMPIÑA LECHE COMPLET. 12X1X800G,UNIDAD,14.95
7591014037869,03 - BEBIDAS,GENERICO,BEBIDA RIKO MALT UHT 12X1X1LT,UNIDAD,4.52
7591014015065,03 - BEBIDAS,GENERICO,EL CHICHERO UHT 12X1X500ML,UNIDAD,2.31
7591014037692,03 - BEBIDAS,GENERICO,CHICHA EL CHICHERO UHT  12X1X1LT,UNIDAD,4.53
7591014027464,03 - BEBIDAS,GENERICO,AVENA PARMALAT UHT 12X1X1LT,UNIDAD,4.08
7591014037975,03 - BEBIDAS,GENERICO,CHICHERO POLVO 24X1X500GRS,UNIDAD,5.91
7591014037951,03 - BEBIDAS,GENERICO,CHICHERO UHT PRISMA 1X250ML,UNIDAD,1.6
7591127122520,03 - BEBIDAS,GENERICO,COCA-COLA 1.25 LT,Cajas,4.5
7591127123329,03 - BEBIDAS,GENERICO,COCA-COLA 1LT,Cajas,5.5
7591127123527,03 - BEBIDAS,GENERICO,COCA-COLA 1.5LT,Cajas,7.5
7591127123626,03 - BEBIDAS,GENERICO,COCA-COLA 2LT,Cajas,9.0
7591221107645,04 - ALIMENTOS,GENERICO,MAYONESA IBERIA 1X12X445G,UNIDAD,2.64
7591221106600,04 - ALIMENTOS,GENERICO,MOSTAZA PREPARADA IBERIA 1X24X185G,UNIDAD,1.98
7591221000144,04 - ALIMENTOS,GENERICO,ACEITE DE SOYA IBERIA 1X12X900ML,UNIDAD,3.41
7591221110614,04 - ALIMENTOS,GENERICO,ADOBO COMPLETO IBERIA 1X24X185G,UNIDAD,2.12
7591221106273,04 - ALIMENTOS,GENERICO,SABROSEADOR IBERIA 1X24X180G,UNIDAD,2.9
75905071,04 - ALIMENTOS,GENERICO,SALSA DE TOMATE 1X24X397G,UNIDAD,2.19
7591221118405,04 - ALIMENTOS,GENERICO,COMBO SALSAS IBERIA 1X8X3X150CM3,UNIDAD,4.9
7591221090398,04 - ALIMENTOS,GENERICO,COMINO MOLIDO IBERIA 1X24UNID 6G,DISPLAY,8.53
7591221090787,04 - ALIMENTOS,GENERICO,PIMIENTA NEGRA MOL IBERIA 1X6X24X3G,DISPLAY,7.29
7591221301258,04 - ALIMENTOS,GENERICO,ADOBO COMPLETO IBER 1X6X24X15G,DISPLAY,8.17
7591221302392,04 - ALIMENTOS,GENERICO,MEZCLA COLOR ONOTO IBE 1X24 UNID 6G,DISPLAY,5.91
7591221610398,04 - ALIMENTOS,GENERICO,COLOR ONOTO MOLID IBERIA 1X12 UNID 25G,DISPLAY,9.62
7591221610466,04 - ALIMENTOS,GENERICO,COMINO MOLIDO IBER 1X12 UNID 20G,DISPLAY,15.0
7591221611159,04 - ALIMENTOS,GENERICO,PIMIENTA NEGRA MOLI IBER 1X12X20G,DISPLAY,18.53
7591221611258,04 - ALIMENTOS,GENERICO,ADOBO COMPLETO IBER 1X12X40G,DISPLAY,9.19
7591221611272,04 - ALIMENTOS,GENERICO,SABROSEADOR COMPLET IBER 1X12X30G,DISPLAY,9.48
7591082004084,02 - CONFITERIA,GENERICO,MINI BROWNIES BOL. 1X16UND 175GR,UNIDAD,2.09
7986171124116,01 - REPOSTERIA,GENERICO,VELAS CUMPLE ESPIRALES,UNIDAD,1.6
7986171123836,01 - REPOSTERIA,GENERICO,VELAS HAPPY APOLO,UNIDAD,1.2
7986171123837,01 - REPOSTERIA,GENERICO,VELAS LARGAS CANDLES,UNIDAD,1.4
7591625000054,01 - REPOSTERIA,GENERICO,"AREQUIPE ""CORRAL"" 5KG",GALON,44.3
7591625000474,01 - REPOSTERIA,GENERICO,"AREQUIPE ""CORRAL"" 500G",UNIDAD,5.43
8021,01 - REPOSTERIA,GENERICO,COLORANTE LIQ. AMARILLO 1X15ML,UNIDAD,2.3
8016,01 - REPOSTERIA,GENERICO,COLORANTE LIQ. AZUL REY 1X15ML,UNIDAD,2.3
8010,01 - REPOSTERIA,GENERICO,COLORANTE LIQ. ROJO 1X15ML,UNIDAD,2.3
8002,01 - REPOSTERIA,GENERICO,COLORANTE LIQ. FUCSIA 1X15ML,UNIDAD,2.3
8001,01 - REPOSTERIA,GENERICO,COLORANTE LIQ. NEGRO 1X15ML,UNIDAD,2.3
8003,01 - REPOSTERIA,GENERICO,COLORANTE LIQ. MORADO  1X15ML,UNIDAD,2.3
8009,01 - REPOSTERIA,GENERICO,COLORANTE LIQ. VERDE MANZ. 1X15ML,UNIDAD,2.3
8015,01 - REPOSTERIA,GENERICO,COLORANTE LIQ. ROSADO 1X15ML,UNIDAD,2.3
7798040463369,02 - CONFITERIA,GENERICO,RING POP SABORES SURT. 1X12X10G,DISPLAY,6.09
7895144699851,02 - CONFITERIA,GENERICO,MENTOS CARAMELOS FRUTAS 1X12X29.5G,DISPLAY,6.58
022000105080,02 - CONFITERIA,GENERICO,FIVE CHICLES RAIN SPEARMINT 1X10X40.5 GRS,DISPLAY,27.95
022000116031,02 - CONFITERIA,GENERICO,FIVE CHICLES PATILLA PRISM 1X10X40.5G,DISPLAY,28.13
040000602057,02 - CONFITERIA,GENERICO,MILKY WAY INDIVIDUAL 1X36X52.2G,DISPLAY,75.69
040000514268,02 - CONFITERIA,GENERICO,SNICKERS ORIG. INDIVIDUAL 1X48X52.7G,DISPLAY,100.93
7595082003900,01 - REPOSTERIA,GENERICO,FESTIVALIN LLUVIA DE COLORES 1X1KG,Kilogramos,8.6
2506210030502,01 - REPOSTERIA,GENERICO,PITILLOS ESTAMPADOS PARA TOPPER,UNIDAD,1.8
7591016151136,02 - CONFITERIA,GENERICO,CHOCOLATE LECHE SAVOY 1X12X30GRS,DISPLAY,21.0
7591016151556,02 - CONFITERIA,GENERICO,CRI-CRI CHOCOLATE 1X12X27GRS,DISPLAY,21.0
7591016173435,02 - CONFITERIA,GENERICO,SAMBA FRESA 1X20X32GRS,DISPLAY,25.6
7702011074805,02 - CONFITERIA,GENERICO,WAFER COLOMBINA CHCOCOLATE24X1X24UND,UNIDAD,1.93
601570683794,01 - REPOSTERIA,GENERICO,DISCO BASICO DORADO 25CM1X50UND,UNIDAD,0.64
601570683817,01 - REPOSTERIA,GENERICO,DISCO BASICO DORADO 28CM1X50UND,UNIDAD,0.76
0704001247951,01 - REPOSTERIA,GENERICO,DISCO BASICO DORADO 30CM1X50UND,UNIDAD,1.0
001,01 - REPOSTERIA,GENERICO,SEMIDRUM REDONDO DORADO NRO25,UNIDAD,2.92
002,01 - REPOSTERIA,GENERICO,SEMIDRUM REDONDO DORADO NRO35,UNIDAD,4.29
003,01 - REPOSTERIA,GENERICO,DISCO MDF DORADO 30 CM,UNIDAD,3.43
7591389001373,01 - REPOSTERIA,GENERICO,GOTAS CHOCOLATE BLANCO KRON 500G,UNIDAD,6.63
7591389001250,01 - REPOSTERIA,GENERICO,GOTAS CHOCOLATE CON LECHE KRON 500G,UNIDAD,6.63
7591389001380,01 - REPOSTERIA,GENERICO,GOTAS CHOCOLATE OSCURO KRON 500G,UNIDAD,6.63
CP01,01 - REPOSTERIA,GENERICO,CAPACILLO D COLORES Nº10,25 UNDS,0.6
710497955898,04 - ALIMENTOS,GENERICO,BICARB. DE SODIO ARAGUANEY 500G,UNIDAD,7.86
641956819331,01 - REPOSTERIA,GENERICO,AZUCAR PULVERIZADA WEPA 1KG,UNIDAD,5.29
6986172231586,01 - REPOSTERIA,GENERICO,VELAS TORNEADAS DORADAS,UNIDAD,1.6
7599308000018,01 - REPOSTERIA,GENERICO,AREQUIPE PIOTELLO 5KG,GALON,45.0
022000104281,02 - CONFITERIA,GENERICO,LIFE SAVERS CARAMELOS 1X10X32GRS,DISPLAY,17.76
GLSINSAB500G,01 - REPOSTERIA,GENERICO,GELATINA SIN SABOR 500G,GRAMOS,12.0
GLSINSAB50G,01 - REPOSTERIA,GENERICO,GELATINA SIN SABOR 50G,GRAMOS,1.3
GLSINSAB25G,01 - REPOSTERIA,GENERICO,GELATINA SIN SABOR 25GRS,GRAMOS,1.0
040000001447,02 - CONFITERIA,GENERICO,M&M's PEANUT BUTTER CHOCOLATE 1X24X46.2G,UNIDAD,2.4
BICAR25G,01 - REPOSTERIA,GENERICO,BICARBONATO DE SODIO 25GRS,GRAMOS,0.47
BICAR50G,01 - REPOSTERIA,GENERICO,BICARBONATO DE SODIO 50GRS,GRAMOS,0.92
AZUPULVE500G,01 - REPOSTERIA,GENERICO,AZUCAR PULVERIZADA 500GRS,GRAMOS,2.85
AZUPULVE250G,01 - REPOSTERIA,GENERICO,AZUCAR PULVERIZADA 250GRS,GRAMOS,1.43
7591127363503,03 - BEBIDAS,GENERICO,AGUA NEVADA 1.5L,CAJA,7.65
7591127363800,03 - BEBIDAS,GENERICO,AGUA NEVADA 600ML,CAJA,11.98
7591127104540,03 - BEBIDAS,GENERICO,COCA-COLA 355ML,CAJA,10.0
7591127714404,03 - BEBIDAS,GENERICO,LATA  CHINOTTO 355ML,CAJA,10.5
040000514480,02 - CONFITERIA,GENERICO,M&M's MILK CHOCOLATE 1X36X47.9G,UNIDAD,2.4
7591127104403,03 - BEBIDAS,GENERICO,LATA COCA-COLA 355ML,CAJA,10.5
7591127853387,03 - BEBIDAS,GENERICO,FRESCOLITA 1L,CAJA,5.5
